source,target
"translate English to Oku: They replied, ""Are you from Galilee, too? Look into it, and you will find that a prophet does not come out of Galilee.”",Nè lu əbliy fo ne Feyine nè beey ghàà fo Keyioy a wen se ghele bek ka ǝb nè beey ghàà lose Jesus se wen ǝbghaake.
translate English to Oku: wel nè bɛɛy ghàà yio ge wel kè yiase eshie a wel we é nè biển ne ǝb fefmen.,Naa ka mbi nè kerten
translate English to Oku: Then Jesus said to the crowds and to his disciples:,Jesus me se suŋnen se ngose wel ghene ghon-εyfεl nə wene ge:
translate English to Oku: Do not let your hearts be troubled and do not be afraid.,"Ghàà cytem ə yene ye foo ngek se ghen, ghàà ghen ye fan."
"translate English to Oku: Then Jesus went through the towns and villages, teaching as he made his way to Jerusalem.",Jesus me lòò ɛ teychie-te-nteke gese nè teychie-te-teyioy nè fektemen è ab nè nduun ɛ Jolesalem.
translate English to Oku: But you have no idea where I come from or where I am going.,Ghene nè súùy dì se yiote ǝbchio ǝ Jesus ka ghene kiile kenǝǝ ke é toy wen so è koo.
"translate Oku to English: Ab me yen geese ɛ əbliiy fo, è me fole Jesus è ab nè kokse Feyin.","Immediately he received his sight and followed Jesus, praising God."
"translate English to Oku: They were amazed at his teaching, because his words had authority.","Ghele me chiyte kum kenəə kɛ ab nè fekten, bek ka ab nè suuyen nè abtaa."
"translate Oku to English: Jesus ney loo lu wen nyin, ghon-eyfel nə wen ghe njio-sebaa eyvəm nè ghel ɛlee ghe é nè báksen se wen me bif se wen ge ngan në shin se dine gee ghe-a?","When he was alone, the Twelve and the others around him asked him about the parables."
translate English to Oku: and the people went out to see what had happened.,Ghele me fǝyke è gwiy se yene kenəə kɛ ke ganen.
"translate Oku to English: 'Wán vi me suuy se wen ge: ""Báǎba, mɛ me neeymen əbe ɛ ketuu Feyin gese nè ɛ ketuu na vie. Mɛ bǎǎ kase lu wel wɛ wè nǎǎ ye yio ge wán na vie mok-a."""""",'The son said to him",Father
"translate Oku to English: ǝb fise ge: Babey, jio shine, ghàà me ye ki wel we vii me se ten.","'Sir,' the invalid replied, 'I have no one to help me into the pool when the water is stirred."
translate English to Oku: ghele ntum na Feyine kuo,Ablaham nè lô kuo
"translate Oku to English: Amka ghé é nè gwel ɛ kebaaten eynjon lu ka ghel ghé é nè yion kenəə na Feyin, nɛ Satan nè gwiy è fii kenəə di ɛ tetem ə ghene, ge ghene băǎ se beene è ghene boy.","Those along the path are the ones who hear, and then the devil comes and takes away the word from their hearts, so that they may not believe and be saved."
"translate English to Oku: He was with the wild animals, and angels attended him.",Əb nè lu ken ghene nyamse ǝbkwake nchiyse-ndaa nə Feyine gwiy è giamten wen.
translate Oku to English: Wề chia ba a wese Jakob-a?,"Are you greater than our father Jacob,"
"translate English to Oku: When it was almost time for the Jewish Passover, many went up from the country to Jerusalem for their ceremonial cleansing before the Passover.","Əbliy eyyie Kechii Eyboyse, ney loo kwen ghel se eydio lòò ɛ ntɛkse è kok e Jolesalem se lanse ngense ghen ka eysake ghene kernen, nɛ kechii keghakene gee se kwen."
"translate English to Oku: The next day he took out two denarii and gave them to the innkeeper. ’Look after him,’ he said, ’and when I return, I will reimburse you for any extra expense you may have.’","Chuy me nduu è din di, è me fii amkaa keful baane è fo se wele-kfə̀-ndaa-eyjame di, è me suuy ge: 'Boyse-a wel nè vin. Lòó wè me saanken amkaa əmoke nè boyse wen di, mɛ nǎǎ ye kase gwiy è me fo se wè.'"""
translate English to Oku: How much more valuable is a person than a sheep!,Wele mesoη lε báà se chia bvəy njiε-a?
translate English to Oku: Why is my language not clear to you? Because you are unable to hear what I say.,Jesus fise ge: Me lu wel we me nè suuyen se ghen ge me lu ǝbghen se kenksete.
translate Oku to English: Əbkiy ghi lòò è loo ndu se teefe ntum yi ghel eyghon ghe é nè chiyen eysey a Jesus me lòò è lii ndu e məm eylak è fekte əbnəə we ǝb nè ganen naa əbjim se ghele mbiye se ghé ntaŋlee.,"While the women were on their way, some of the guards went into the city and reported to the chief priests everything that had happened."
"translate Oku to English: Se lu ne ghene yɛnmen əbnəə nê vin, è ko se bane me gese bane ba a wom.","As it is, they have seen these treats, and yet they have hated both me and my Father."
"translate English to Oku: Matthew, Thomas, James son of Alphaeus, Simon who was called the Zealot,","Matio ghene Tomas, Jems (we wán ə Alfeus), Simon (we wel eyjun eyshic na eylake wen),"
"translate Oku to English: Əb ndu è chin fo, è me fii wán ten, è koyten è se foo eykokse se Feyine, suuye ge:","Moved by the Spirit, he went into the temple courts. When the parents brought in the child Jesus to do for him what the custom of the Law required,"
translate English to Oku: But it was not this way from the beginning.,Dî nε ke báà se lu dî se kεètè se mbi.
translate Oku to English: Wel-eykfùk nè Lazalos,The Rich Man and Lazarus
translate English to Oku: Jesus was led by the Spirit into the wilderness to be tempted by the devil.,Keyioy ə Feyine me liɛ Jesus è ndu nè wen se əbkwak ge Satan momse.
translate Oku to English: Me jia yî jum ghii dii ghe é gwiyen se me;,and whoever comes to me I will never drive away.
translate English to Oku: ba-εyfεl nə wene nêy lɛm wen é əb yε toknen nè εykεŋ ə wen εyjim.,Mε suuy əbluuy se ghεn ge
"translate Oku to English: È lunse tefian tejim, è kɛs tetaŋ ghene kfən sejim é se yɛ lu mbok. È tiyse jii se ngoten é se ye lu ɛ titiy, è lunse tebee é jiise yɛ lu ɛ mbok.","Every valley shall be filled in, every mountain and hill made low. The crooked roads shall become straight, the rough ways smooth."
translate Oku to English: Dî ne naa nde fo eytem se kenǝǝ ke ǝb fekten fene ǝb bééme nè ǝbluuye ge kii dii ke Feyine neeyen lu ǝbluuy.,Whoever has accepted it has certified that God is truthful.
"translate Oku to English: Me báà se jeme ken se ghene, me jeme sey se ghii dii ghe ghene naa fekte kenǝǝ ə Feyin se ghene é ghene fő sytem se me.","'My prayer is not for them alone. I pray also for those who will believe in me through their message,"
"translate Oku to English: Dî Jesus me zaam ghene, ke ge ghene suuy kenəə mok-a, bek ka ghene nè keele ge əb lu Vi we Feyine nè Yiosen.","But he rebuked them and would not allow them to speak, because they knew he was the Messiah."
translate Oku to English: Ghé ntanlee,nè ghele kenone Falisee yio ngan sɛ Jesus maan
"translate English to Oku: ""Whoever has will be given more; whoever does not have, even what they have will be taken from them.""","Naa nde we əb kiin kefaa lu ne Feyine náà gise, ne naa nde we ǝb báà se ki lu ne Feyine náà fii ké eylaaye kɛ əb kiin."
"translate English to Oku: After they had mocked him, they took off the robe and put his own clothes on him. Then they led him away to crucify him.",Ghene buu Jesus è meyse è me chok eylaf yi se wen ǝbghun è kase mak ndǝyse wen è lie wen è se nduu so se bante se kentam.
"translate Oku to English: Ghen lu ghel kəbe, se lu ka ghel ejim nè suuyen sakghɛ əbjuŋ kum ghen, bek ka lu ken kɛ ebǎǎ ghene nè neeyennen sêy se wele ntum na Satan."",Woe to you when everyone speaks well of you","for that is how their ancestors treated the false prophets."""
"translate English to Oku: So he ran ahead and climbed a sycamore-fig tree to see him, since Jesus was coming that way.","Əb me nyin è ndu se mbiy è kok se fekake sikamole ka ab yen, bek ka Jesus nè chian & jii fo."
translate English to Oku: Some fell on rocky places where it did not have much soil. It sprang up quickly because the soil was shallow.,Εylee chemke əbkuk εtiy nε ntiε wiy fo se εydio è me fəyke kan εymok bek ka ntiε nè dion wiy fo.
"translate Oku to English: Ghele Juus ghe é nè luun e ndaa ghene ghe Meele, chǝmsen wen yen ka ab tumen è loole è fay, è me se nduu e wen eybam, kwaate ge ab nduu ǝbghun eysey se ye diy fo.","When the Jews who had been with Mary in the house, comforting her, noticed how quickly she got up and went out, they followed her, thinking she was going to the tomb to mourn there."
translate Oku to English: Moo wè kfəfe bek ge mε lu wel əbjuη-a?,Or are you envious because I am generous?
"translate Oku to English: Joon nè fekte sakghe əbjuŋ nè vin le ɛ jiise jiise se ghele, janje suuye ge kiy ghene, ghene ko kubsen se ghene jii sebee.",And with many other words John exhorted the people and proclaimed the good news to them.
translate Oku to English: Əb náà loo gwiy,é é toŋ εyshoŋ εyghuye
"translate English to Oku: Can any of you prove me guilty of sin? If I am telling the truth, why don’t you believe me?","Jesus me suuy se ghene ge: E náà lóó lu ǝbliy we ghen losenmen Wanwel, é ghen me keele ge me lu wel we me luun əbghen, è gese keele ge kenǝǝ wiy ke me nɛɛyen me ǝbtaawe, di ne me suuy ne lu ken kenǝǝ ke Bay dinen ge me suuy."
translate Oku to English: əb kase ndu se jem ge kaŋ εbaa è jem ge: Ba ə wom loo lu ge lòó əbbome ə ngεkse vin jia fəy se mε keghoo buu ge mε nəə ke yε lu kεn ka wè kεŋen.,"He went away a second time and prayed, 'My Father, if it is not possible for this cup to be taken away unless I drink it, may your will be done.'"
"translate Oku to English: Ne ngos yɛ ɛy nè chemken ɛ məme kenjoonjon lu ghele ghii dii ghɛ é yion kenəə ə Feyin,","""Still others, like seed sown among thorns, hear the word;"""
translate English to Oku: Jesus called the crowd to him and said 'Listen and understand.',Jesus me se feliε ngose wel è suuy se ghene ge: Ghεn yiote è keele.
"translate English to Oku: But when he, the Spirit of truth, comes, he will guide you into all the truth.","Di ne Keyioy kɛ ke dinen ǝbluuye nêy gwiy, è neey é ghen keele əbluuy əbnəə jii sejim."
"translate Oku to English: Se lu ka Simon Bita yenen kenəə vin di, è me ndu è jame eyshic na Jesus, suuye ge: Bay, lòò se yom, bek ka mɛ lu wel eybame.","When Simon Peter saw this, he fell at Jesus’ knees and said, ""Go away from me, Lord; I am a sinful man!"""
"translate English to Oku: “Abraham is our father,” they answered. “If you were Abraham’s children,” said Jesus, “then you would do what Abraham did.","Ghé mbiye na ghele Juuse me se kante ge, ǝb le suuye ge lòó ghesen jia ndu ghaa ab nduun fene ke dine ge ab kerne se yuye ngen ǝ wen moo?"
"translate English to Oku: And one of them struck the servant of the high priest, cutting off his right ear.",Wel ǝblee e ghene mam me gwel kekos se ketuu se ghé ntaŋlee è kef ketuule ke ǝbkoy ǝbtaa.
translate Oku to English: ǝb fǝyse sejim,əb me ye nduu e mbiy
translate Oku to English: Ghele ghé nteye-ntaηle-Feyin nè ghon εlee ε ghele Islayεl me gwiy se wen è bif ge: Lu əbtaawe ndε wε wè nè nεεye əbnəə vin so-ə?,the chief priests and the elders of the people came to him. 'By what authority are you doing these things?' they asked.
translate English to Oku: When Jesus heard that John had been put in prison he withdrew to Galilee.,Jesus nɛy yio ge é viimen Joon se nchak è me lòò è ndu ɛ Galilee.
"translate English to Oku: They were terrified and asked each other, ""Who is this? Even the wind and the waves obey him!""","Ghene se fane naa se nan, kante se ngense ghene ge: Vin lu nde wε mfəme gese nè jio yionen se wen?"
translate Oku to English: Nêy se lu ǝbliy we é yie ǝbfua-əbyićne e likfǝǝy ne Satane liimen se Judas we wán a Simon Iskaliot eytem ge ǝb feene Jesus.,"The evening meal was in progress, and the devil had already prompted Judas, the son of Simon Iscariot, to betray Jesus."
"translate Oku to English: Wel-eyghoŋ wɛ ab nè keelen əbnəə wɛ Bay na wen nè koŋen di, dí è ab băǎ se siyse jii ghene ab băǎ se neey əbnəə wɛ Bay na wen nè koŋen di mok-a, Feyine nǎǎ ye fə̀lte wen naa se ŋaŋ.","""The servant who knows the master’s will and does not get ready or does not do what the master wants will be beaten with many blows."
translate English to Oku: è nεy ndu se wɛ ngɛsewel è suuy ge: Wan ə wom,Wel əblee nè lô se ki ghon ɛbaa
translate Oku to English: Ghene me fise se Jesus ge: Ghese báà se ke. Əb suuy se ghene ge: Fene me jia fekte se ghen ghaa me lien ǝbtaawe se ye nɛɛy əbnəə wé tene so.,"So they answered Jesus, ""We don’t know."" Jesus said, ""Neither will I tell you by what authority I do these things."""
translate Oku to English: Ghene lóó é ko neyte wel e kechii eybam ka é jia kol cysake Moses,se lu bek ghe we ghene yafsen se me bek ka me nè chuken wel & kechii eybam əb bonen ǝbghun əbjim?
"translate Oku to English: Lòòmen əbnəə abbaanese na ghes, bek ka ghes gese nè lòòmen əbnəə abbaanese na ghel ejim ghé é nè neey jii ɛ eghoo na ghes. Ghǎà wè ye fii ghes ɛ eytem-eylake.'""","Forgive us our sins, for we also forgive everyone who sins against us. And lead us not into temptation.’"""
translate Oku to English: dî nε ghene taη nè keban ε nkaase εychii nyiη ka ghel əblee.,But each of them also received a denarius.
translate English to Oku: The chief priests and the teachers of the law heard this and began looking for a way to kill him for they feared him because the whole crowd was amazed at his teaching.,Ghele mbiy se ndaa-eykokse Feyin gese nè ghé eydinte tesake yio kenǝǝ ten è me se kerje jii ye yuy Jesus  ten. Ghene nè fane wen bek ge ghel ɛjime nè lu nè ǝbchíò ǝbyúméné kum əbnəə we ǝb nè dinten.
"translate English to Oku: Its meaning was hidden from them, and they did not know what he was talking about.","Ntie sêy nè vin me luun kfə̀men ɛ ketuu na ghene, è ghene băǎ se keele əbnəə wɛ Jesus nè suuy di mok-a."
translate Oku to English: Shi ǝbchii əbkɛɛk ka é nè gvǝǝmen wen.,for he has been there four days.'
"translate English to Oku: ""We heard him say, ’I will destroy this temple made with human hands and in three days will build another, not made with hands.’""""
1680,Ghene suuy dì kesunnen a ghene ko gese chèmè jia konen.""","Ghes nè lô yio ne ǝb suuye ge: Mẹ nêy sakte ndaa-eykokse ye baklen ghel, é abchii lun əbtal é me kase baklé eylee ne báà bakle ghel."
"translate Oku to English: Jesus suuy dì è gese suuy ge: Be a wesen Lazalus buunemen, ne me ndu è yem wen.","After he had said this, he went on to tell them, 'Our friend Lazarus has fallen asleep; but I am going there to wake him up.'"
"translate Oku to English: Ke gese se lu ge, é lu se ney se kèètè & Jolesalem se ye fekte ǝbtum ǝbjim e me eyghel ge, ghele kubsen tetem a ghen é Feyine løyse mbeese ghen.",Then they worshiped him and returned to Jerusalem with great joy.
translate English to Oku: For my flesh is real food and my blood is real drink.,"Ke lu dî bek ka ǝbghun a wome lu nkante abfua-ǝbyíéne, nɛ əmndun mə mom lu nkante eynǝǝ."
translate English to Oku: Isn't he coming to the festival at all?',Əb le gwiy eyyie kechii kin-a?
translate Oku to English: Ghen kè ke me é ghen yɛ ke ba a wom.,"Jesus replied, ""Very truly I tell you, everyone who sins is a slave to sin."
"translate Oku to English: Ghon-eyfel na wene se kiynen ngerjse ghen, lu nè ǝbchíò ǝbyúméné ge ǝb se suuye ne lu nde-a!","His disciples stared at one another, at a loss to know which of them he meant."
translate Oku to English: əb me kuume kenəə kε Jesus nè suuyen ge: Lumngvəə nêy yε ghan ge əb toŋ nε wè maamen mε kaη εtal.,"Then Peter remembered the word Jesus had spoken: 'Before the rooster crows, you will disown me three times.'"
translate English to Oku: No one comes to the Father except through me.,Lòó wel jia ndu se Bay buu ge ǝb bèè me.
"translate English to Oku: So Pilate came out to them and asked, 'What charges are you bringing against this man?'","Bailet me fǝy è gwiy, è bif se ghene ge: Kenǝǝ ke ghene toyen wel vin se ten lu ghe?"
"translate Oku to English: Ghon-eyfel nə wen ɛlee se bensen etiy ghe é nè bomen ndaa-rykokse so gese në abfua abjune ablee wr ghele në foon se Feyine, Jesus me suuy ge:","Some of his disciples were remarking about how the temple was adorned with beautiful stones and with gifts dedicated to God. But Jesus said,"
"translate English to Oku: When Simon Peter saw this, he fell at Jesus’ knees and said, ""Go away from me, Lord; I am a sinful man!""","Se lu ka Simon Bita yenen kenəə vin di, è me ndu è jame eyshic na Jesus, suuye ge: Bay, lòò se yom, bek ka mɛ lu wel eybame."
translate Oku to English: Dî ne me ke ge lòó Feyine fó naa ghe se wè ke wè bifen & leenen.,But I know that even now God will give you whatever you ask.'
translate Oku to English: Jesus ney chin fo è yen ge shi abchii əbkeek ka é nè gvəəmen Lazalus.,"On his arrival, Jesus found that Lazarus had already been in the tomb for four days."
"translate English to Oku: Instead, whoever wants to become great among you must be your servant,",Naa ndε wε əb koηen se lu wel εybee ε ghεne tetem əb lu wel εyfεl nə ghεn.
"translate English to Oku: Immediately one of them ran and got a sponge. He filled it with wine vinegar, put it on a staff, and offered it to Jesus to drink.",Wel ǝblee & ghene məm nyin è ndu lie kuncha è chəə se mǝme kengwey əmnduk è sooy se wan fekak è lose se Jesus ge ab nyione.
"translate Oku to English: Ghene beey ghàà ye ke wen, πε me ke wen.",We know that God spoke to Moses but as for this fellow we don’t even know where he comes from.”
"translate English to Oku: 'We have here only five loaves of bread and two fish,' they answered.",Ghene fise ge: Ghεs ki kεn ntukse keban fεn setan nè səə sebaa.
"translate English to Oku: If you remain in me and my words remain in you, ask whatever you wish, and it will be done for you.","Ghen balen è gok se me ǝbghun, gie a some gok e ghene tetem, ghene bif naa ghe ke ghene kenen é Feyine fó."
translate English to Oku: They began to question among themselves which of them it might be who would do this.,Ghene me keɛte è se kante se ghene ngense ge se lu nde e ghene mam we ab nży mom kenǝǝ në kin-a?
translate English to Oku: and many Jews had come to Martha and Mary to comfort them in the loss of their brother.,Ghele Juuse nè lô gwiy se eydio se cham eykuo wan-no Malta ghene Mezle nê yin.
"translate Oku to English: Əbtəke ney loo yio, ghé mbiye nə ghele Juuse lie Jesus se Kaiafase ndaa, è ndu so se ntok nə goveno.","Then the Jewish leaders led Jesus from Caiaphas to the palace of the Roman governor. By now it was early morning,"
translate Oku to English: Ka me bo beeyen e mbi fen,lu ne me lu kekaakene mbi.
"translate Oku to English: Jesus chii fo se ǝbchii əbbua, è me ndu se Galilee.",After the two days he left for Galilee.
translate English to Oku: in holiness and righteousness before him all our days.,"lu ghel elanene, nɛye ka yi koŋen, abchii wes abjim, ke ge yi yene."
translate English to Oku: The bridegroom was a long time in coming and they all became drowsy and fell asleep.,Lûm əbvii loo moo se njaŋ mbuunese se yɛke ghondɛɛ ngon ghi ghɛne me buune.
translate Oku to English: Ghɛn toknen kum nfektese əbbuam.,Watch out for false prophets.
translate English to Oku: He has raised up a horn of salvation for us in the house of his servant David,"Əb tinsemen wel abtaa we ab nàà ye lu mboyse ə yesen, nè əb lòò eykfəə na abfon we David we wel eyfcl na wen."
"translate Oku to English: 'Wel băǎ bɛey suuy ge: ""Yen-a, ab lu nè vin,"" ghene ge: ""Ab lu nè fo"" mok-a.'","'nor will people say, ""Here it is,"" or ""There it is,""'"
translate Oku to English: Wề le lu ne wè bééme kii nê kine-a?,Do you believe this?'
"translate Oku to English: Əb kuume di, è fǝy ndu jii bey è kèsèn nẻè eydiye.",And he went outside and wept bitterly.
"translate Oku to English: Kelame gwel ghel ejim, ghene me se kokse Feyin, è me fane naa se ŋaŋ, suuye ge: Ghes yenenmen əbnəə abghakene ɛ kechii kě lane.","Everyone was amazed and gave praise to God; they were filled with awe and said, ""We have seen remarkable things today."""
"translate Oku to English: Di ne ǝbfua-ǝbyíéne we ǝb lòòn e eyyio lu eynkii abfua-ǝbyíéne we wel yien, é ǝb jia yî kuo.","But here is the bread that comes down from heaven, which anyone may eat and not die."
"translate Oku to English: Jemtese wene le báà se chii ghesen nè ghene fen-a? Ghene gheynen dì, è me tunse wen.","""Aren’t his sisters here with us?"" And they took offense at him."
translate Oku to English: Ghesen nè ghe wel vin kuo eykuo gymok.,'since you are under the same sentence?'
"translate English to Oku: the son of Matthat, the son of Levi, the son of Melki, the son of Jannai, the son of Joseph,","Heli nè lu wán ə Mattat wɛ wán ə Levi, we nè lu wán ə Melki wɛ wán ə Jannai, we nè lu wán ə Josef."
translate Oku to English: Lu bek ghɛ wɛ wè kiyen ɛykfəke fekak yɛ ey luun ɛ wan-no ə viɛ ɛyshiɛ dî yene wiy kefuŋ kɛ ke luun ɛ yiɛ?,Why do you look at the speck of sawdust in your brother’s eye and pay no attention to the plank in your own eye?
translate Oku to English: əb jem dì è me kase fiile è ndu bene fε ghon-εyfεl nə wen ghε εtal ghii nè luun è yε nε ghene buunee.,Then he returned to his disciples and found them sleeping. 'Couldn't you men keep watch with me for one hour?' he asked Peter.
translate Oku to English: Ko fǝyse ne lu Balabbas. Balabbas nè lu ǝbchon.,Now Barabbas had taken part in an uprising.
translate English to Oku: ne ghene jumte me.,Bvəyə some yio gie a yom. Me ke ghene
"translate English to Oku: When evening came, the owner of the vineyard said to his foreman, 'Call the workers and pay them their wages,'",Kebeye nεy se lu Báàba nə εylem suuy se wele chiise ghel εyfεl ge: Feliε ghel εyfεl dì è taη keban nə ghen
"translate English to Oku: 'and if they repent, forgive them.'","'Lòó ab me kubsen tetem ə wen di, lòòmen əbe di se wen.'"
"translate English to Oku: 'You call me ""Teacher"" and ""Lord,"" and rightly so, for that is what I am.","Ghene tonte me ge ndinte gese tonte ge Báàba, ne ke lu e titiy di, bek ge ghey kefaa ke me luun keghene."
"translate English to Oku: He answered, 'I was sent only to the lost sheep of Israel.'",Feyine nè tumen mε loole se ghele Islayεl ghε é lu ka bvəy njiε wε é nè lεεy.
"translate Oku to English: Gay shi me kase fiile, è se yeme kokse Feyin se əbnəə wè ken eyghcl ka nchiy-ndaa-Feyin nè suuyen se ghene.","The shepherds returned, glorifying and praising God for all the things they had heard and seen, which were just as they had been told."
translate Oku to English: Ghene suuy di è me gese din se ghene ge: Goveno loo lu è nêy yio kenǝǝ kin é ghes ko keele kenəǝ ke ghese neɛy ka lòó ghen jia kiile ngekse.,"If this report gets to the governor, we will satisfy him and keep you out of trouble.’"
"translate English to Oku: 'And when you have turned back, strengthen your brothers.'",É nêy loo lu e ǝbliy we wè kasen è fiile se me é wè giamten ghone-no vie.
"translate Oku to English: Ghǎà ghen ye nyak wel əmoke, nɛ Feyine bǎǎ se nyak ghen. Ghǎà ghen ye suuy ge wel əmoke lu kəbe, nɛ Feyine bǎǎ se suuy ge ghen lu kəbe. Lòòen əbnəə kəbe na ghel, nɛ Feyine nǎǎ ye lòò na ghen.",Do not judge
"translate Oku to English: Ghene me gok so ɛ ghene məm, è ko se kante ge, se lòòle se eykuo se lu gee ghe-a?","They kept the matter to themselves, discussing what ""rising from the dead"" meant."
"translate English to Oku: Jesus commanded them not to tell anyone. But the more he did so, the more they kept talking about it.",Jesus me chiise se ghene ge: Ghen yɛ ke se fiele kenəə ten se wel ghey; ǝb se chiise naa leɛy ne é séy meyse saŋse nduu so nduun.
translate English to Oku: and then twisted together a crown of thorns and set it on his head. They put a staff in his right hand.,è báá kefol nè njoŋse è sooy se wene ketuu è lie mbàn è vii se wene keghoo ké ǝbkoy ǝbtaa ge lu kedioŋ əbfon.
"translate English to Oku: David himself, speaking by the Holy Spirit, declared: ’The Lord said to my Lord: ""Sit at my right hand until I put your enemies under your feet.""’""",Keyioy Kelanene nè lô nɛɛy David se wen a ngeŋ suuy ge: Bay nè suuy se Báàba a wom ge: Diom & me eybee ǝbkoy ǝbtaa Se chin ka me nêy nyinse mbanen a shie é wè tom evəə ə ghie e ghene ǝbtuu.
"translate English to Oku: When he saw Jesus from a distance, he ran and fell on his knees in front of him.","ǝb nè yen Jesus bo bezy naa əbtəm, è nyin, è ndu è təm eləy e wen eyshie,"
translate English to Oku: After this he went down to Capernaum with his mother and brothers and his disciples. There they stayed for a few days.,"Se cybame ten Jesus ghene no ǝ wen, nè ghone-no wene, nè ghon-eyfel na wene me chio e ntek ye Kabanaum è chii gho se ǝbchii se eylaay."
translate Oku to English: əb fise ge: Ghǎà ghen ye fii shile chia ka ke luun ge ghen ye fii.,"""Don’t collect any more than you are required to,"" he told them."
translate English to Oku: 'I have compassion for these people; they have already been with me three days and have nothing to eat.',Ketuu lum mε bek ghel ghine bek ge ghene nè chiin nè mε è me se mεy əbchii əbtal
translate Oku to English: Ghon-εyfεl ghε é nè luun ε kenək me se foo εykokse se Jesus suuye ge: Lu se əbluuy nε wè lu Wán ə Feyin!,Then those who were in the boat worshiped him saying 'Truly you are the Son of God.'
"translate Oku to English: Jesus jem è loo fiile, è yɛn ne ghon-eyfel nə wen ghe ɛtal ghii buune, è bif se Bita ge: Simon, ghɛne buune-a? Kè lòó ghen jia ye kek ken naa se chuy symok-a?","Then he returned to his disciples and found them sleeping. ""Simon,"" he said to Peter, ""are you asleep? Couldn't you keep watch for one hour?"
"translate English to Oku: ""As soon as the grain is ripe, he puts the sickle to it, because the harvest has come.""","Esane biye ɛ leghe, əb tum ghel edənene bek ka əbliy edəne kwenenmen."
"translate Oku to English: Ghene nè bóy se yio kenǝǝ ke me suuyen, é ghene ye yio sey ke ghene suuyen.","If they obeyed my teaching, they will obey yours also."
"translate English to Oku: On the third day a wedding took place at Cana in Galilee. Jesus’ mother was there,","Ney se lu ɛybam ǝbchii əbbua é se yie ǝbjen e nteke Kana e Galilee, ne no a Jesus lu fo."
translate Oku to English: Ghene me chia è baamé evəə ə wen è se foo zykokse se wen.,"They came to him, clasped his feet and worshiped him."
"translate English to Oku: 'But finally he said to himself, ""Even though I don't fear God or care what people think, yet because this widow keeps bothering me, I will see that she gets justice,""'","'Dí ken e leghe ab me suuy ɛ tetem ə wen ge: ""Dí mɛ nè băǎ se kfiy Feyin mok-a, nɛ mɛ nè băǎ lu nè eyyio ɛ ketuu wel mok-a di, mɛ nǎǎ ye siyse ntie na wel-əbvii-əbchuu nè vin bek ka ab nè meyte mɛ.'"""""
translate Oku to English: Ghɛn yɛ lii jii əbchio ndaa əblaytene.,Enter through the narrow gate.
"translate Oku to English: [Dî ne ghen lòò jia ye leyse ǝbjas a ghel elee, é Ba ǝ wen we ab luun e eyyio jia ye leyse mbee sen].","""But if you do not forgive, neither will your Father who is in heaven forgive your sins."""
"translate Oku to English: Bita me suuy se wen ge: Yen-a, ghes vəsemen əbnəə ə wes əbjim è se jumte rybam ə yie.","Then Peter spoke up, ""We have left everything to follow you!"""
"translate English to Oku: At noon, darkness came over the whole land until three in the afternoon.","Ney se lu ka chuy tiysen, mbi sasen è fin naa eyjim, è fin dî se chuy setal."
"translate English to Oku: Her neighbors and relatives heard that the Lord had shown her great mercy, and they shared her joy.","Ghel ghɛ ɛ́ chiin báksen se wen gese nè ghel eykfəə na wene yio ka Feyine chamen eysen ə wen è fo wán se wen, è me gwiy se chekle ghene ghene."
"translate English to Oku: But understand this: If the owner of the house had known at what hour the thief was coming, he would not have let his house be broken into.","Keeleen geese ge lòó wele-kfə̀-ndaa me keeleen chuy wɛ wel-eychu nǎǎ ye gwiy di, ab băǎ se lake ge wel-eychu vi ye jame ɛ ndaa na wen mok-a."
"translate English to Oku: Jesus was in the stern, sleeping on a cushion.",Nè lu di ne Jesus nyiim e eybame kenək è nyiŋse ketuu a wen ε kebunten è se buunee.
"translate English to Oku: Here he is, speaking publicly, and they are not saying a word to him. Have the authorities really concluded that he is the Messiah?",Jesus suuy se ghene ge: Me nè nɛɛy kenəə kemok ǝbchio yum ghen.
translate Oku to English: Ngos yε εy nè chemken ε əbkuk εtiy lu ghel ghε é yion kenəə ə Feyin é me beeme kaη εymok nè chεkle.,The seed falling on rocky ground refers to someone who hears the word and at once receives it with joy.
"translate English to Oku: ""But when the sun rose, the plants were scorched, and they withered because they had no root.""","Chuy ney loo ban, è nyok, ey yoble bek ka egharje nè báà loote lii se ntie."
"translate English to Oku: He replied, 'If you have faith as small as a mustard seed, you can say to this mulberry tree, ""Be uprooted and planted in the sea,"" and it will obey you.'","Bay me fise se ghene ge: 'Lòó əbliy-eyseen ə ghen me luun nchichi geese nɛ mntə̀-eynyen na maste di, ghen nǎǎ ye bɛey suuy se tey-əbkuo nè vin ge: ""Fə̀lte wè ɛ eysak nè vin è wè ndu è wè fik ɛ eynnyii-eykfiy,"" nɛ tey nè vin nǎǎ ye yio kenəə na ghen.'"
"translate English to Oku: ""Are you so dull?"" he asked. ""Don’t you see that nothing that enters a person from the outside can defile them?",ǝb bif se ghene ge: Eytof a yene lu sey eytəm-a? Ghene báà se ke ge kefaa ke ke liin liin ɛ wel ǝbghune báà se bese wen-a?
translate English to Oku: Isaac the father of Jacob.,Ayzek nè luun ba ə Jakob.
